Template model,Target model,Target chemical,Target ID,Air_condition,Carbon source,Target reaction,MIN_R
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,DHQS,1.0
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,CHORM,1.0
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,DDPA,1.0
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,PGL,0.9246
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,EDD,0.9246
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,EDA,0.9246
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,RPI,0.9222
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,ICL,0.9203
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,GLXCL,0.9191
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_17756,(S)-mandelate,met_17756,aerobic,methanol,ALCD19,0.2394
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,EDD,0.9883
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,EDA,0.9883
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,PGL,0.9883
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,RPI,0.9879
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,GLXCL,0.97
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,ICL,0.97
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,PGM,0.9684
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,CS,0.9644
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,ACONTb,0.9577
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,ACONTa,0.9577
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,PGK,0.941
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,ICDHyr,0.9381
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,GLYALDDr,0.8745
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,GLYK,0.6718
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,G3PD5,0.6716
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,NDPK5,0.6558
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,ALCD19,0.6138
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,TPI,0.3817
iJN1463_rump,iJN1463_met_18153_path_1,ethene,met_18153,aerobic,methanol,ENO,0.2828
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,TPI,1.0
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,ENO,0.9998
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,EDD,0.9331
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,EDA,0.9331
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,PGL,0.9331
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,RPI,0.9313
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,CS,0.5222
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,SUCDi,0.5222
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,PGM,0.3893
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,PGK,0.1168
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,ACONTb,0.1088
iJN1463_rump,iJN1463_met_18351,4-hydroxyhexan-3-one,met_18351,aerobic,methanol,ACONTa,0.1088
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,CHORS,1.0
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,DHQS,1.0
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,DDPA,1.0
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,CHORM,1.0
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,SHK3Dr,1.0
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,SHKK,1.0
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,PPND,0.9463
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,PGL,0.9245
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,EDA,0.9245
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,EDD,0.9245
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,ICL,0.924
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,GLXCL,0.9227
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,RPI,0.9221
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,ALCD19,0.2482
iJN1463_rump,iJN1463_met_1879,2-(4-hydroxyphenyl)ethanol,met_1879,aerobic,methanol,ICDHyr,0.222
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,CHORS,1.0
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,DDPA,1.0
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,DHQS,1.0
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,SHK3Dr,1.0
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,SHKK,1.0
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,CHORM,1.0
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,TYRTA,1.0
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,PPND,0.9463
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,EDD,0.9245
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,EDA,0.9245
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,PGL,0.9245
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,ICL,0.924
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,GLXCL,0.9227
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,RPI,0.9221
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,ALCD19,0.2482
iJN1463_rump,iJN1463_met_1883,4-hydroxystyrene,met_1883,aerobic,methanol,ICDHyr,0.222
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,PGL,0.9887
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,EDD,0.9887
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,EDA,0.9887
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,RPI,0.9883
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,GLXCL,0.9873
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,ICL,0.9871
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,PGM,0.9552
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,PGK,0.903
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,ICDHyr,0.8834
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,GLYALDDr,0.7403
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,GLYK,0.6642
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,G3PD5,0.6639
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,ALCD19,0.5998
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,NDPK5,0.367
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,TPI,0.3393
iJN1463_rump,iJN1463_met_19641,2-hydroxyisobutyrate,met_19641,aerobic,methanol,ENO,0.1805
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,SHK3Dr,1.0
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,CHORM,1.0
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,DHQS,1.0
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,SHKK,1.0
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,DDPA,1.0
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,CHORS,1.0
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,EDD,0.9253
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,EDA,0.9253
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,PGL,0.9253
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,RPI,0.923
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,ICL,0.9039
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,GLXCL,0.9028
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_27452,styrene,met_27452,aerobic,methanol,ALCD19,0.1751
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,TKT2,1.0
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,THRA,1.0
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,TKT1,1.0
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,ACCOAC,1.0
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,RPE,1.0
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,TALA,1.0
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,PGL,0.9994
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,EDD,0.9994
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,EDA,0.9994
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,RPI,0.9994
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,THRD_L,0.9019
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,GLXCL,0.8238
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,ICL,0.8238
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,PSP_L,0.7488
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,PSERT,0.7488
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,PGCD,0.7488
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,GHMT2r,0.6691
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,FTHFD,0.6587
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,GLYK,0.6298
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,G3PD5,0.6292
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,ALCD19,0.5339
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,MTHFC,0.5077
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,MTHFD,0.5077
iJN1463_rump,iJN1463_met_28398,butan-2-one,met_28398,aerobic,methanol,TPI,0.1111
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,ACLS,1.0
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,EDA,0.991
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,EDD,0.991
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,PGL,0.991
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,RPI,0.9907
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,ICL,0.9774
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,GLXCL,0.9749
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,GLYK,0.5913
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,G3PD5,0.5904
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,ALCD19,0.4766
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,PGM,0.4592
iJN1463_rump,iJN1463_met_28398_path_1,butan-2-one,met_28398,aerobic,methanol,TPI,0.0069
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,ACS,0.9945
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,PGL,0.9883
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,EDA,0.9883
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,EDD,0.9883
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,RPI,0.9879
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,PGM,0.9776
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,GLXCL,0.9692
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,ICL,0.9692
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,ICDHyr,0.9641
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,PGK,0.9626
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,GLYALDDr,0.9323
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,CS,0.8805
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,ACONTb,0.8561
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,ACONTa,0.8561
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,NDPK5,0.8102
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,GLYK,0.6778
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,G3PD5,0.6776
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,ALCD19,0.6251
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,TPI,0.4162
iJN1463_rump,iJN1463_met_28579,epsilon-caprolactam,met_28579,aerobic,methanol,ENO,0.3785
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,DMATT,1.0
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,EDA,0.9991
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,EDD,0.9991
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,PGL,0.9991
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,RPI,0.9991
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,GLXCL,0.8471
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,ICL,0.8471
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,DXPRIi,0.6741
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,FLDR2,0.6741
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,MECDPDH5,0.6741
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,CDPMEK,0.6741
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,DXPS,0.674
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,IPDDI,0.5694
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,MEPCT,0.5222
iJN1463_rump,iJN1463_met_28660,(-)-alpha-pinene,met_28660,aerobic,methanol,ALCD19,0.3226
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,DHQS,1.0
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,CHORM,1.0
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,DDPA,1.0
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,CHORS,1.0
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,SHKK,1.0
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,SHK3Dr,1.0
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,PGL,0.9253
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,EDA,0.9253
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,EDD,0.9253
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,RPI,0.923
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,ICL,0.9039
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,GLXCL,0.9028
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_2PETO,2-phenylethanol,met_2PETO,aerobic,methanol,ALCD19,0.1751
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,OIVD2,1.0
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,ACLS,1.0
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,PGL,0.9968
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,EDD,0.9968
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,EDA,0.9968
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,RPI,0.9967
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,KARA1,0.9965
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,GLXCL,0.925
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,ICL,0.9224
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_30362,isopentane,met_30362,aerobic,methanol,ALCD19,0.2504
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,PGM,0.989
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,EDD,0.9882
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,EDA,0.9882
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,PGL,0.9882
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,RPI,0.9878
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,ICDHyr,0.9868
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,PGK,0.9845
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,GLXCL,0.9805
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,ICL,0.9805
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,GLYALDDr,0.9777
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,NDPK5,0.9404
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,CS,0.93
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,ACONTa,0.9175
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,ACONTb,0.9175
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,GLYK,0.7286
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,G3PD5,0.7279
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,ALCD19,0.6902
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,ENO,0.563
iJN1463_rump,iJN1463_met_32383,6-hydroxyhexanoate,met_32383,aerobic,methanol,TPI,0.5371
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,PGL,0.9978
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,EDA,0.9978
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,EDD,0.9978
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,RPI,0.9977
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,ACOAD1f,0.9977
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,SUCD4,0.9976
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,GLXCL,0.8261
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,ICL,0.8261
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_32879,propane,met_32879,aerobic,methanol,ALCD19,0.1762
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,EDD,0.9991
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,EDA,0.9991
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,PGL,0.9991
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,RPI,0.9991
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,GLXCL,0.8471
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,ICL,0.8471
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,IPDDI,0.7631
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,DXPRIi,0.6741
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,MECDPDH5,0.6741
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,CDPMEK,0.6741
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,FLDR2,0.6741
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,DXPS,0.674
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,MEPCT,0.5222
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,GLYK,0.5222
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,G3PD5,0.5222
iJN1463_rump,iJN1463_met_35194,isoprene,met_35194,aerobic,methanol,ALCD19,0.3226
iJN1463_rump,iJN1463_met_35687,butan-2-ol,met_35687,aerobic,methanol,ACLS,1.0
iJN1463_rump,iJN1463_met_35687,butan-2-ol,met_35687,aerobic,methanol,PGL,0.9923
iJN1463_rump,iJN1463_met_35687,butan-2-ol,met_35687,aerobic,methanol,EDA,0.9923
