Template model,Target model,Target chemical,Target ID,Air condition,Carbon source,Target reactions,Improved YT (mol/mol),Previous YT (mol/mol),Increased percentage (%)
yeast850,yeast850_for,formate,for,aerobic,D-galactose,AOR_CL;POR_2,6.0,4.0,50.0
yeast850,yeast850_for,formate,for,aerobic,D-galactose,ACAFDOR;POR_2,6.0,4.0,50.0
yeast850,yeast850_for,formate,for,aerobic,D-galactose,OBTFL,6.0,4.0,50.0
yeast850,yeast850_for,formate,for,aerobic,D-galactose,NADFADOR;POR_2,5.99999999999999,4.0,49.9999999999999
yeast850,yeast850_for,formate,for,anaerobic,D-galactose,FMNRx2_copy1;OBTFL,6.0,3.99999999999999,50.0000000000001
yeast850,yeast850_for,formate,for,anaerobic,D-galactose,FMNRx2_copy1;POR3b;POR_2,6.0,3.99999999999999,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,6.0,3.99999999999999,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-galactose,AOR_CL;POR_2,6.0,3.99999999999999,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-galactose,ACOAD7f;OBTFL;r1252,6.0,3.99999999999999,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-galactose,FMNRx2_copy1;NADFADOR;POR_2,5.99999999999999,3.99999999999999,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-galactose,ACAFDOR;POR_2,6.0,3.99999999999999,50.0
yeast850,yeast850_for,formate,for,microaerobic,D-galactose,FMNRx2_copy1;OBTFL,6.26666666666666,4.13333333333333,51.6129032258064
yeast850,yeast850_for,formate,for,microaerobic,D-galactose,FMNRx2_copy1;POR3b;POR_2,6.26666666666666,4.13333333333333,51.6129032258065
yeast850,yeast850_for,formate,for,microaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,6.26666666666666,4.13333333333333,51.6129032258063
yeast850,yeast850_for,formate,for,microaerobic,D-galactose,AOR_CL;POR_2,6.26666666666666,4.13333333333333,51.6129032258065
yeast850,yeast850_for,formate,for,microaerobic,D-galactose,ACOAD7f;OBTFL;r1252,6.26666666666666,4.13333333333333,51.6129032258065
yeast850,yeast850_for,formate,for,microaerobic,D-galactose,FMNRx2_copy1;NADFADOR;POR_2,6.26666666666666,4.13333333333333,51.6129032258064
yeast850,yeast850_for,formate,for,microaerobic,D-galactose,ACAFDOR;POR_2,6.26666666666666,4.13333333333333,51.6129032258065
yeast850,yeast850_for,formate,for,aerobic,glycerol,ACOAD1f;ACOAD1z;POR_2,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,aerobic,glycerol,POR3b;POR_2,3.0,2.0,49.9999999999999
yeast850,yeast850_for,formate,for,aerobic,glycerol,AOR_CL;POR_2,2.99999999999999,2.0,49.9999999999999
yeast850,yeast850_for,formate,for,aerobic,glycerol,ACAFDOR;POR_2,2.99999999999999,2.0,49.9999999999999
yeast850,yeast850_for,formate,for,aerobic,glycerol,OBTFL,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,aerobic,glycerol,NADFADOR;POR_2,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,glycerol,FMNRx2_copy1;OBTFL,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,glycerol,FMNRx2_copy1;POR3b;POR_2,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,glycerol,AOR_CL;POR_2,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,glycerol,ACOAD7f;OBTFL;r1252,3.0,2.0,49.9999999999999
yeast850,yeast850_for,formate,for,anaerobic,glycerol,FMNRx2_copy1;NADFADOR;POR_2,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,glycerol,ACAFDOR;POR_2,3.0,2.0,50.0
yeast850,yeast850_for,formate,for,microaerobic,glycerol,FMNRx2_copy1;OBTFL,3.26666666666666,2.06666666666666,58.0645161290324
yeast850,yeast850_for,formate,for,microaerobic,glycerol,FMNRx2_copy1;POR3b;POR_2,3.26666666666666,2.06666666666666,58.0645161290322
yeast850,yeast850_for,formate,for,microaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,3.26666666666666,2.06666666666666,58.0645161290323
yeast850,yeast850_for,formate,for,microaerobic,glycerol,AOR_CL;POR_2,3.26666666666667,2.06666666666666,58.0645161290327
yeast850,yeast850_for,formate,for,microaerobic,glycerol,ACOAD7f;OBTFL;r1252,3.26666666666666,2.06666666666666,58.0645161290325
yeast850,yeast850_for,formate,for,microaerobic,glycerol,FMNRx2_copy1;NADFADOR;POR_2,3.26666666666666,2.06666666666666,58.0645161290323
yeast850,yeast850_for,formate,for,microaerobic,glycerol,ACAFDOR;POR_2,3.26666666666667,2.06666666666666,58.0645161290327
yeast850,yeast850_for,formate,for,aerobic,sucrose,ACOAD1f;ACOAD1z;POR_2,11.9999999999999,8.0,49.9999999999999
yeast850,yeast850_for,formate,for,aerobic,sucrose,POR3b;POR_2,11.9999999999999,8.0,49.9999999999999
yeast850,yeast850_for,formate,for,aerobic,sucrose,AOR_CL;POR_2,12.0,8.0,50.0
yeast850,yeast850_for,formate,for,aerobic,sucrose,ACAFDOR;POR_2,12.0,8.0,50.0
yeast850,yeast850_for,formate,for,aerobic,sucrose,OBTFL,11.9999999999999,8.0,49.9999999999999
yeast850,yeast850_for,formate,for,aerobic,sucrose,NADFADOR;POR_2,11.9999999999999,8.0,49.9999999999999
yeast850,yeast850_for,formate,for,anaerobic,sucrose,FMNRx2_copy1;OBTFL,12.0,8.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,sucrose,FMNRx2_copy1;POR3b;POR_2,11.9999999999999,8.0,49.9999999999998
yeast850,yeast850_for,formate,for,anaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,11.9999999999999,8.0,49.9999999999999
yeast850,yeast850_for,formate,for,anaerobic,sucrose,AOR_CL;POR_2,12.0,8.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,sucrose,ACOAD7f;OBTFL;r1252,12.0,8.0,50.0
yeast850,yeast850_for,formate,for,anaerobic,sucrose,FMNRx2_copy1;NADFADOR;POR_2,11.9999999999999,8.0,49.9999999999999
yeast850,yeast850_for,formate,for,anaerobic,sucrose,ACAFDOR;POR_2,12.0,8.0,50.0
yeast850,yeast850_for,formate,for,microaerobic,sucrose,FMNRx2_copy1;OBTFL,12.2666666666666,8.26666666666666,48.3870967741936
yeast850,yeast850_for,formate,for,microaerobic,sucrose,FMNRx2_copy1;POR3b;POR_2,12.2666666666666,8.26666666666666,48.3870967741936
yeast850,yeast850_for,formate,for,microaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,12.2666666666666,8.26666666666666,48.3870967741935
yeast850,yeast850_for,formate,for,microaerobic,sucrose,AOR_CL;POR_2,12.2666666666666,8.26666666666666,48.3870967741935
yeast850,yeast850_for,formate,for,microaerobic,sucrose,ACOAD7f;OBTFL;r1252,12.2666666666666,8.26666666666666,48.3870967741935
yeast850,yeast850_for,formate,for,microaerobic,sucrose,FMNRx2_copy1;NADFADOR;POR_2,12.2666666666666,8.26666666666666,48.3870967741936
yeast850,yeast850_for,formate,for,microaerobic,sucrose,ACAFDOR;POR_2,12.2666666666666,8.26666666666666,48.3870967741935
yeast850,yeast850_for,formate,for,aerobic,D-xylose,ACOAD1f;ACOAD1z;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,D-xylose,POR3b;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,D-xylose,AOR_CL;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,D-xylose,ACAFDOR;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,D-xylose,OBTFL,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,D-xylose,NADFADOR;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-xylose,FMNRx2_copy1;OBTFL,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-xylose,FMNRx2_copy1;POR3b;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-xylose,AOR_CL;POR_2,4.99999999999999,3.33333333333333,49.9999999999999
yeast850,yeast850_for,formate,for,anaerobic,D-xylose,ACOAD7f;OBTFL;r1252,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,anaerobic,D-xylose,FMNRx2_copy1;NADFADOR;POR_2,4.99999999999999,3.33333333333333,49.9999999999999
yeast850,yeast850_for,formate,for,anaerobic,D-xylose,ACAFDOR;POR_2,4.99999999999999,3.33333333333333,49.9999999999999
yeast850,yeast850_for,formate,for,microaerobic,D-xylose,FMNRx2_copy1;OBTFL,5.26666666666668,3.44444444444444,52.9032258064521
yeast850,yeast850_for,formate,for,microaerobic,D-xylose,FMNRx2_copy1;POR3b;POR_2,5.26666666666666,3.44444444444444,52.9032258064516
yeast850,yeast850_for,formate,for,microaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,5.26666666666666,3.44444444444444,52.9032258064515
yeast850,yeast850_for,formate,for,microaerobic,D-xylose,AOR_CL;POR_2,5.26666666666666,3.44444444444444,52.9032258064515
yeast850,yeast850_for,formate,for,microaerobic,D-xylose,ACOAD7f;OBTFL;r1252,5.26666666666666,3.44444444444444,52.9032258064515
yeast850,yeast850_for,formate,for,microaerobic,D-xylose,FMNRx2_copy1;NADFADOR;POR_2,5.26666666666666,3.44444444444444,52.9032258064515
yeast850,yeast850_for,formate,for,microaerobic,D-xylose,ACAFDOR;POR_2,5.26666666666666,3.44444444444444,52.9032258064515
yeast850,yeast850_for,formate,for,aerobic,L-arabinose,ACOAD1f;ACOAD1z;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,L-arabinose,POR3b;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,L-arabinose,AOR_CL;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,L-arabinose,ACAFDOR;POR_2,5.0,3.33333333333333,50.0
yeast850,yeast850_for,formate,for,aerobic,L-arabinose,OBTFL,4.99999999999999,3.33333333333333,49.9999999999999
yeast850,yeast850_for,formate,for,aerobic,L-arabinose,NADFADOR;POR_2,5.0,3.33333333333333,50.0000000000001
yeast850,yeast850_for,formate,for,anaerobic,L-arabinose,FMNRx2_copy1;OBTFL,5.0,3.33333333333329,50.0000000000017
yeast850,yeast850_for,formate,for,anaerobic,L-arabinose,FMNRx2_copy1;POR3b;POR_2,4.99999999999999,3.33333333333329,50.0000000000016
yeast850,yeast850_for,formate,for,anaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,5.0,3.33333333333329,50.0000000000017
yeast850,yeast850_for,formate,for,anaerobic,L-arabinose,AOR_CL;POR_2,5.00000000000001,3.33333333333329,50.0000000000023
yeast850,yeast850_for,formate,for,anaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,5.0,3.33333333333329,50.0000000000017
yeast850,yeast850_for,formate,for,anaerobic,L-arabinose,FMNRx2_copy1;NADFADOR;POR_2,5.0,3.33333333333329,50.0000000000017
yeast850,yeast850_for,formate,for,anaerobic,L-arabinose,ACAFDOR;POR_2,5.00000000000001,3.33333333333329,50.0000000000023
yeast850,yeast850_for,formate,for,microaerobic,L-arabinose,FMNRx2_copy1;OBTFL,5.2666666666667,3.44444444444444,52.903225806453
yeast850,yeast850_for,formate,for,microaerobic,L-arabinose,FMNRx2_copy1;POR3b;POR_2,5.26666666666666,3.44444444444444,52.9032258064518
yeast850,yeast850_for,formate,for,microaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,5.26666666666666,3.44444444444444,52.9032258064518
yeast850,yeast850_for,formate,for,microaerobic,L-arabinose,AOR_CL;POR_2,5.26666666666666,3.44444444444444,52.9032258064518
yeast850,yeast850_for,formate,for,microaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,5.26666666666666,3.44444444444444,52.9032258064516
yeast850,yeast850_for,formate,for,microaerobic,L-arabinose,FMNRx2_copy1;NADFADOR;POR_2,5.26666666666666,3.44444444444444,52.9032258064518
yeast850,yeast850_for,formate,for,microaerobic,L-arabinose,ACAFDOR;POR_2,5.26666666666666,3.44444444444444,52.9032258064518
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,D-glucose,GLYCL_2;OBTFL,0.676056338028169,0.6,12.6760563380281
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,D-glucose,OBTFL,0.666666666666666,0.6,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,D-glucose,ACOAD7f;CTECOAI7;OBTFL,0.666666666666666,0.6,11.111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,D-glucose,ACOAD7f;OBTFL;r1252,0.666666666666666,0.6,11.1111111111109
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,0.619999999999999,0.612,1.30718954248363
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-glucose,ACOAD7f;r1252,0.62,0.612,1.30718954248367
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-glucose,ACOAD7f;CTECOAI7;OBTFL,0.696296296296296,0.612,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-glucose,ACOAD7f;CTECOAI7,0.619999999999999,0.612,1.30718954248363
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-glucose,ACOAD7f;OBTFL;r1252,0.696296296296296,0.612,13.7739046235777
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,fructose,GLYCL_2;OBTFL,0.676056338028169,0.6,12.6760563380281
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,fructose,OBTFL,0.666666666666666,0.6,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,fructose,ACOAD7f;CTECOAI7;OBTFL,0.666666666666666,0.6,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,fructose,ACOAD7f;OBTFL;r1252,0.666666666666666,0.6,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,fructose,ACOAD8f;CTECOAI8;FACOAL181,0.62,0.612,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,fructose,ACOAD7f;r1252,0.62,0.612,1.30718954248363
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,fructose,ACOAD7f;CTECOAI7;OBTFL,0.696296296296296,0.612,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,fructose,ACOAD7f;CTECOAI7,0.62,0.612,1.30718954248363
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,fructose,ACOAD7f;OBTFL;r1252,0.696296296296296,0.612,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,D-galactose,GLYCL_2;OBTFL,0.676056338028168,0.6,12.6760563380281
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,D-galactose,OBTFL,0.666666666666666,0.6,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,0.666666666666666,0.6,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,D-galactose,ACOAD7f;OBTFL;r1252,0.666666666666666,0.6,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-galactose,ACOAD8f;CTECOAI8;FACOAL181,0.62,0.612,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-galactose,ACOAD7f;r1252,0.62,0.612,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-galactose,ACOAD7f;CTECOAI7;OBTFL,0.696296296296296,0.612,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-galactose,ACOAD7f;CTECOAI7,0.619999999999999,0.612,1.30718954248363
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-galactose,ACOAD7f;OBTFL;r1252,0.696296296296296,0.612,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,glycerol,GLYCL_2;OBTFL,0.375,0.3,24.9999999999999
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,glycerol,OBTFL,0.37037037037037,0.3,23.4567901234567
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.37037037037037,0.3,23.4567901234568
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.37037037037037,0.3,23.4567901234567
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,glycerol,ACOAD8f;CTECOAI8;FACOAL181,0.31,0.306,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,glycerol,ACOAD7f;r1252,0.31,0.306,1.30718954248372
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,glycerol,ACOAD7f;CTECOAI7;OBTFL,0.385185185185184,0.306,25.8775114984264
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,glycerol,ACOAD7f;CTECOAI7,0.31,0.306,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,glycerol,ACOAD7f;OBTFL;r1252,0.385185185185185,0.306,25.8775114984265
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,sucrose,GLYCL_2;OBTFL,1.35211267605633,1.2,12.6760563380281
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,sucrose,OBTFL,1.33333333333333,1.2,11.111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.33333333333333,1.2,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,sucrose,ACOAD8f;CTECOAI8;FACOAL181,1.24,1.224,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,sucrose,ACOAD7f;r1252,1.24,1.224,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,sucrose,ACOAD7f;CTECOAI7;OBTFL,1.39259259259259,1.224,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,sucrose,ACOAD7f;CTECOAI7,1.24,1.224,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,sucrose,ACOAD7f;OBTFL;r1252,1.39259259259259,1.224,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,D-xylose,GLYCL_2;OBTFL,0.56338028169014,0.5,12.6760563380281
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,D-xylose,OBTFL,0.555555555555555,0.5,11.111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,0.555555555555555,0.5,11.111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,D-xylose,ACOAD7f;OBTFL;r1252,0.555555555555555,0.5,11.111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-xylose,ACOAD8f;CTECOAI8;FACOAL181,0.516666666666666,0.51,1.30718954248361
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-xylose,ACOAD7f;r1252,0.516666666666666,0.51,1.30718954248365
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-xylose,ACOAD7f;CTECOAI7;OBTFL,0.580246913580246,0.51,13.7739046235777
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-xylose,ACOAD7f;CTECOAI7,0.516666666666666,0.51,1.30718954248356
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,D-xylose,ACOAD7f;OBTFL;r1252,0.580246913580246,0.51,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,L-arabinose,GLYCL_2;OBTFL,0.563380281690141,0.5,12.6760563380282
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,aerobic,L-arabinose,OBTFL,0.555555555555555,0.5,11.111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,0.555555555555555,0.5,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,anaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,0.555555555555555,0.5,11.1111111111111
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,L-arabinose,ACOAD8f;CTECOAI8;FACOAL181,0.516666666666666,0.509999999999999,1.30718954248372
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,L-arabinose,ACOAD7f;r1252,0.516666666666666,0.509999999999999,1.30718954248372
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,L-arabinose,ACOAD7f;CTECOAI7;OBTFL,0.580246913580246,0.509999999999999,13.7739046235778
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,L-arabinose,ACOAD7f;CTECOAI7,0.516666666666666,0.509999999999999,1.30718954248372
yeast850,yeast850_met_4APAA,2-(4-aminophenyl)acetic acid,met_4APAA,microaerobic,L-arabinose,ACOAD7f;OBTFL;r1252,0.580246913580246,0.509999999999999,13.7739046235777
yeast850,yeast850_met_3HXTYR,3-hydroxytyrosol,met_3HXTYR,aerobic,glycerol,OBTFL,0.333333333333333,0.3,11.111111111111
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACOAD7f;CTECOAI7,0.885714285714285,0.874285714285714,1.30718954248367
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACAFDOR;POR_2,0.882857142857142,0.874285714285714,0.980392156862763
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ADHEr;AOR_CL;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,FMNRx2_copy1;POR3b;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACAFDOR;FMNRx2_copy1;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,FMNRx2_copy1,0.885714285714285,0.874285714285714,1.30718954248367
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACOAD7f;r1252,0.885714285714285,0.874285714285714,1.30718954248365
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,AOR_CL;POR_2,0.882857142857142,0.874285714285714,0.980392156862763
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,FMNRx2_copy1;OBTFL,0.904761904761905,0.874285714285714,3.48583877995649
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACAFDOR;MTHFR;POR_2,0.89047619047619,0.874285714285714,1.85185185185186
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,AOR_CL;MTHFR;POR_2,0.89047619047619,0.874285714285714,1.85185185185186
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,AOR_CL;FDH7;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACOAD8f;CTECOAI8;FACOAL181,0.885714285714285,0.874285714285714,1.30718954248367
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,FDH7;POR_2,0.885714285714285,0.874285714285714,1.3071895424837
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACAFDOR;FDH7;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACOAD7f;OBTFL;r1252,0.895238095238095,0.874285714285714,2.39651416122006
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACOAD7f;CTECOAI7;OBTFL,0.895238095238094,0.874285714285714,2.39651416122004
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,FMNRx2_copy1;NADFADOR;POR_2,0.904761904761904,0.874285714285714,3.48583877995642
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,ACAFDOR;ADHEr;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,D-glucose,AOR_CL;FMNRx2_copy1;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,fructose,ACOAD7f;CTECOAI7,0.885714285714285,0.874285714285714,1.30718954248367
yeast850,yeast850_phenol,phenol,phenol,microaerobic,fructose,ACAFDOR;POR_2,0.882857142857142,0.874285714285714,0.980392156862741
yeast850,yeast850_phenol,phenol,phenol,microaerobic,fructose,ADHEr;AOR_CL;POR_2,0.904761904761905,0.874285714285714,3.48583877995651
yeast850,yeast850_phenol,phenol,phenol,microaerobic,fructose,FMNRx2_copy1;POR3b;POR_2,0.904761904761904,0.874285714285714,3.48583877995645
yeast850,yeast850_phenol,phenol,phenol,microaerobic,fructose,ACAFDOR;FMNRx2_copy1;POR_2,0.904761904761904,0.874285714285714,3.48583877995642
