Template model,Target model,Target chemical,Target ID,Air condition,Carbon source,Target reaction,Regulation type,Normalized SoC,SoC,Positive metabolite ID,Negative metabolite ID
iYO844,iYO844_met__L,L-methionine zwitterion,met__L,aerobic,glycerol,ALATA_L,Down,0.588682458213109,-0.0494871022712383,pyr_c,akg_c
iYO844,iYO844_met__L,L-methionine zwitterion,met__L,aerobic,glycerol,2S6HCCi,Down,0.588682458213109,-0.0494871022712383,pyr_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-glucose,GF6PTA,Up,1.0,0.0218655913414577,glu__L_c,f6p_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-glucose,MDH,Up,0.80320715440741,-0.00856709109952898,oaa_c,mal__L_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-glucose,AKGDH,Down,1.0,0.0675366300491317,succoa_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-glucose,PGI,Down,0.917097650445981,0.0563749162415199,f6p_c,g6p_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-glucose,PDH,Down,0.778835058670228,0.0377596720656711,accoa_c,pyr_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-glucose,TKT2,Down,0.533854368182615,0.0047762358865536,f6p_c,xu5p__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,fructose,FRUK,Up,1.0,0.206022408777189,fdp_c,f1p_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,fructose,AKGDH,Down,1.0,0.0650924524060666,succoa_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,fructose,PDH,Down,0.952036329922089,0.053218742815619,accoa_c,pyr_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,fructose,CS,Down,0.596457800915366,-0.0348069687941512,cit_c,oaa_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,fructose,FBA,Down,0.583066690444274,-0.0381220228041774,dhap_c,fdp_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,fructose,TKT2,Down,0.579808670502213,-0.0389285662269195,g3p_c,xu5p__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,fructose,TKT1,Down,0.579808670502213,-0.0389285662269195,g3p_c,xu5p__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-galactose,GF6PTA,Up,1.0,0.0273485178918354,glu__L_c,f6p_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-galactose,MDH,Up,0.798780836845328,-0.00539307685181959,oaa_c,mal__L_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-galactose,AKGDH,Down,1.0,0.0565974283037665,succoa_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-galactose,PGI,Down,0.971567082848405,0.0530859599062984,f6p_c,g6p_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-galactose,PDH,Down,0.83130047244565,0.0357630180842136,accoa_c,pyr_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-galactose,TKT2,Down,0.579139951049903,0.0046211659397681,f6p_c,xu5p__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,glycerol,RBK,Up,1.0,-0.0162859476136174,r5p_c,rib__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,glycerol,P5CD,Up,0.9158243393868,-0.0269823963635914,glu__L_c,1pyr5c_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,glycerol,MDH,Up,0.750467472020996,-0.0479947798049543,oaa_c,mal__L_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,glycerol,AKGDH,Down,1.0,0.117406992229721,succoa_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,glycerol,PDH,Down,0.672383663196593,0.0527794806957182,accoa_c,pyr_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,sucrose,GF6PTA,Up,1.0,0.0364083872742825,glu__L_c,f6p_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,sucrose,MDH,Up,0.733313229798013,-0.00925075870735285,oaa_c,mal__L_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,sucrose,AKGDH,Down,1.0,0.0682928617740068,succoa_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,sucrose,PDH,Down,0.772445431259247,0.0374830566341214,accoa_c,pyr_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,sucrose,PGI,Down,0.675578897159115,0.0243677891327196,f6p_c,g6p_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-xylose,TKT2,Up,1.0,0.000483394899349572,f6p_c,xu5p__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-xylose,MDH,Up,0.95048871266925,-0.00628115655259675,oaa_c,mal__L_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-xylose,ICDHyr,Up,0.594447312138463,-0.0549258293688033,akg_c,icit_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-xylose,AKGDH,Down,1.0,0.0503474913496934,succoa_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-xylose,PDH,Down,0.866763634895837,0.0347312334639599,accoa_c,pyr_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,D-xylose,RPE,Down,0.81223035068119,0.0283395413085476,xu5p__D_c,ru5p__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,L-arabinose,TKT2,Up,1.0,0.000467145467060718,f6p_c,xu5p__D_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,L-arabinose,MDH,Up,0.963738163479871,-0.00493708270061189,oaa_c,mal__L_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,L-arabinose,ICDHyr,Up,0.509618424180874,-0.0726161337948251,akg_c,icit_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,L-arabinose,AKGDH,Down,1.0,0.0711532800672384,succoa_c,akg_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,L-arabinose,PDH,Down,0.739985960511729,0.035268002608279,accoa_c,pyr_c
iYO844,iYO844_thr__L,L-threonine zwitterion,thr__L,aerobic,L-arabinose,RPE,Down,0.68995121068717,0.0283625644112584,xu5p__D_c,ru5p__D_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-glucose,P5CD,Up,1.0,0.097028499718181,glu__L_c,1pyr5c_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-glucose,MDH,Up,0.522687466913906,-0.0422168340155519,oaa_c,mal__L_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-glucose,AKGDH,Down,1.0,0.145232440098401,succoa_c,akg_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-glucose,PDH,Down,0.748135777072853,0.0757969509409555,accoa_c,pyr_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,fructose,P5CD,Up,1.0,0.0996248585556255,glu__L_c,1pyr5c_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,fructose,MDH,Up,0.510735350250808,-0.0449738765373201,oaa_c,mal__L_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,fructose,AKGDH,Down,1.0,0.148140825765789,succoa_c,akg_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,fructose,PDH,Down,0.737444860987289,0.0753695706592585,accoa_c,pyr_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-galactose,P5CD,Up,1.0,0.0934883920002907,glu__L_c,1pyr5c_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-galactose,MDH,Up,0.52447066204319,-0.0410950438551316,oaa_c,mal__L_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-galactose,AKGDH,Down,1.0,0.143025939560603,succoa_c,akg_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-galactose,PDH,Down,0.743567675460727,0.0737849862125062,accoa_c,pyr_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,glycerol,P5CD,Up,1.0,0.133916126626507,glu__L_c,1pyr5c_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,glycerol,MDH,Up,0.520427900002817,-0.0627644740810606,oaa_c,mal__L_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,glycerol,AKGDH,Down,1.0,0.208986761501083,succoa_c,akg_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,glycerol,PDH,Down,0.739949334046696,0.107275285192453,accoa_c,pyr_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,sucrose,P5CD,Up,1.0,0.0963983031319901,glu__L_c,1pyr5c_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,sucrose,MDH,Up,0.523819031919137,-0.0422168340152392,oaa_c,mal__L_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,sucrose,AKGDH,Down,1.0,0.145885638237374,succoa_c,akg_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,sucrose,PDH,Down,0.746367368695164,0.0757969509411388,accoa_c,pyr_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-xylose,P5CD,Up,1.0,0.104774261206391,glu__L_c,1pyr5c_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-xylose,MDH,Up,0.500869211463325,-0.0418852288567029,oaa_c,mal__L_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-xylose,AKGDH,Down,1.0,0.127416102517308,succoa_c,akg_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,D-xylose,PDH,Down,0.78667676191398,0.073385736601743,accoa_c,pyr_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,L-arabinose,P5CD,Up,1.0,0.0942997213391789,glu__L_c,1pyr5c_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,L-arabinose,MDH,Up,0.522024875872811,-0.0408735676992712,oaa_c,mal__L_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,L-arabinose,AKGDH,Down,1.0,0.141328358938184,succoa_c,akg_c
iYO844,iYO844_ala_B,beta-alanine zwitterion,ala_B,aerobic,L-arabinose,PDH,Down,0.746131581375392,0.0733852236419937,accoa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-glucose,ALATA_L,Up,1.0,-0.0112919860830381,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-glucose,2S6HCCi,Up,1.0,-0.0112919860830381,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-glucose,ASPT,Down,1.0,0.0476987605310229,fum_c,asp__L_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,fructose,ALATA_L,Up,1.0,-0.0328288066357248,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,fructose,2S6HCCi,Up,1.0,-0.0328288066357248,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,fructose,PDH,Down,1.0,0.0292530598273625,accoa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,fructose,PC,Down,0.871385614815197,0.0268938361647744,oaa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-galactose,ALATA_L,Up,1.0,-0.0111111127122639,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-galactose,2S6HCCi,Up,1.0,-0.0111111127122639,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-galactose,PDH,Down,1.0,0.0303275167284363,accoa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-galactose,PC,Down,0.90822749258282,0.0286074475771416,oaa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-galactose,PGI,Down,0.894982568279324,0.0283592012738983,f6p_c,g6p_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,PHETA1,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,LEUTA,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,GLUSy,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,VALTA,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,TYRTA,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ORNTA_1,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ABTA,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ACOTA,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ALATA_L,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ASPTA,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ILETA,Up,1.0,-0.0324855064229705,glu__L_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ALATA_L,Up,0.913310017263169,-0.0391598521679347,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,2S6HCCi,Up,0.913310017263169,-0.0391598521679347,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,PDH,Down,1.0,0.0509608956321187,accoa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,ASPT,Down,0.892983641321469,0.0412781844865719,fum_c,asp__L_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,HSTPTr,Down,0.795804207250261,0.0324855064229705,akg_c,glu__L_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,APTA1i,Down,0.795804207250261,0.0324855064229705,akg_c,glu__L_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,PSERT,Down,0.795804207250261,0.0324855064229705,akg_c,glu__L_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,GLUDxi,Down,0.795804207250261,0.0324855064229705,akg_c,glu__L_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,glycerol,PC,Down,0.585145324284736,0.0134253446011131,oaa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,sucrose,ALATA_L,Up,1.0,-0.034787048161079,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,sucrose,2S6HCCi,Up,1.0,-0.034787048161079,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,sucrose,ASPT,Down,1.0,0.0477929740686685,fum_c,asp__L_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-xylose,ALATA_L,Up,1.0,-0.0116953266808518,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-xylose,2S6HCCi,Up,1.0,-0.0116953266808518,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-xylose,PDH,Down,1.0,0.0308075486542719,accoa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,D-xylose,PC,Down,0.911415539678138,0.0290987090134586,oaa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,L-arabinose,ALATA_L,Up,1.0,-0.0111388687241367,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,L-arabinose,2S6HCCi,Up,1.0,-0.0111388687241367,pyr_c,akg_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,L-arabinose,PDH,Down,1.0,0.0302581560713499,accoa_c,pyr_c
iYO844,iYO844_ile__L,L-isoleucine zwitterion,ile__L,aerobic,L-arabinose,PC,Down,0.908440881027169,0.0285422398109441,oaa_c,pyr_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,ALATA_L,Up,1.0,0.0906209845633466,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,2S6HCCi,Up,1.0,0.0906209845633466,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,PHETA1,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,ASPTA,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,ALATA_L,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,TYRTA,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,ABTA,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,ACOTA,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,GLUSy,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,ORNTA_1,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,VALTA,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,LEUTA,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,ILETA,Up,0.886155379741087,0.0691714759674319,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,HSTPTr,Down,1.0,-0.0691714759674319,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,APTA1i,Down,1.0,-0.0691714759674319,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,GLUDxi,Down,1.0,-0.0691714759674319,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-glucose,PSERT,Down,1.0,-0.0691714759674319,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,ALATA_L,Up,1.0,0.0872636490491014,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,2S6HCCi,Up,1.0,0.0872636490491014,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,PHETA1,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,ASPTA,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,ALATA_L,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,TYRTA,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,ACOTA,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,ABTA,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,GLUSy,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,ORNTA_1,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,VALTA,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,LEUTA,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,ILETA,Up,0.897806265586668,0.0680834309059076,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,HSTPTr,Down,1.0,-0.0680834309059076,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,APTA1i,Down,1.0,-0.0680834309059076,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,GLUDxi,Down,1.0,-0.0680834309059076,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,PSERT,Down,1.0,-0.0680834309059076,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,fructose,FBA,Down,0.829823565974884,-0.0717342605002382,dhap_c,fdp_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,ALATA_L,Up,1.0,0.0873619339283798,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,2S6HCCi,Up,1.0,0.0873619339283798,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,PHETA1,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,ASPTA,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,ALATA_L,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,TYRTA,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,ABTA,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,ACOTA,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,GLUSy,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,ORNTA_1,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,VALTA,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,LEUTA,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,ILETA,Up,0.887955200028373,0.0663827003051729,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,HSTPTr,Down,1.0,-0.0663827003051729,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,APTA1i,Down,1.0,-0.0663827003051729,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,GLUDxi,Down,1.0,-0.0663827003051729,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,D-galactose,PSERT,Down,1.0,-0.0663827003051729,akg_c,glu__L_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,2S6HCCi,Up,1.0,0.165011078372481,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,ALATA_L,Up,1.0,0.165011078372481,pyr_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,VALTA,Up,0.69736268469095,0.0836395903814957,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,ASPTA,Up,0.69736268469095,0.0836395903814957,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,ALATA_L,Up,0.69736268469095,0.0836395903814957,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,TYRTA,Up,0.69736268469095,0.0836395903814957,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,ACOTA,Up,0.69736268469095,0.0836395903814957,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,ABTA,Up,0.69736268469095,0.0836395903814957,glu__L_c,akg_c
iYO844,iYO844_met_58055,"4,5-dioxopentanoate",met_58055,aerobic,glycerol,GLUSy,Up,0.69736268469095,0.0836395903814957,glu__L_c,akg_c
