Reaction set,B. subtilis,C. glutamicum,E. coli,P. putida,S. cerevisiae
ACALDCD;ACOAD2f;F6PA,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;GLYCL;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;GLYCDy;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GLUDy;PABB,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FTHFLi;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;HSDA;PPASUCC,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GLUDy;GNMT,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;GLUDy;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GLUDy;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;HSDx;ICL,1.6094379124341,0.0,0.0,0.0,0.0
EDD;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;ICL;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
FADRx;PABB,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;CBPSam_1,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;GLYCL;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;HSDxi;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;HSDxi;ICL,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;CYS,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;GLYCDx;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
EDD;F6PA;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FADH2D;ICL,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;GLYCDy;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;F6PA;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FADE233;GLYCDy,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FADRx2;PFK_ppi,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;GMPS;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FRD7;L_LACD2,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;AICART2;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FRD3;G3PD7,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;F6PA;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FRD2;MDH3,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD1f;AICART2;FDH6r,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FDH6r;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FDH6r;GLYCDy,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FADRx;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
FTHFDH;POR3b;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FADRx2;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FDH6r;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FDH6r;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FRD2;L_LACD3,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;GLYCDx;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FADH2D,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;FTHFLi;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GCALDDy;GLYTA,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GCALDDy;GLYDHDA,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;ACOAD1f;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GCALDDy;GLYCL_2,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;GLYCDx;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;G5SD2;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;G5SD2;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;G5SD2;PFL,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;G5SD2;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;G5SD2;HSDx,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;G5SD2;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;HSDA;KHK,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;F6PA;FADE233,1.6094379124341,0.0,0.0,0.0,0.0
FTHFDH;OOR2;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
FTHFDH;OOR2r;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;F6PA;FADRx2,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;GLYCDx;PABB,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FRDO5r;VOR2b,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;ACOADH1;GLUDy,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;HSDxi;OBDHc,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;HSDxi;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;HSDxi;ICL,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;FDH6r;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;G5SD2;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;G5SD2;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;G5SD2;PFL,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;HSDxi;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
EDD;GLYCDy;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;FDH6r;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;ACOADH1;HSDA,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;G5SD2;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;G5SD2;HSDx,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;HSDxi;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
EDD;GLYCDx;KHK,1.6094379124341,0.0,0.0,0.0,0.0
GLYCL_2;NADFADOR;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
OBTFL;POR5;RNTR4c2,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;ACOADH1;PPASUCC,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;AICART2;FDH6r,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;F6PA;HSDx,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;F6PA;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;GCALDDy;GLYTA,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;GCALDDy;GLYDHDA,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;FDH6r;FTHFLi,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;FDH6r;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;GCALDDy;GLYCL_2,1.6094379124341,0.0,0.0,0.0,0.0
FRDx;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
FRDx;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
EDD;GLYCL;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;FDH6r;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;HSDxi;ICL,1.6094379124341,0.0,0.0,0.0,0.0
FADRx;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GLUDy;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
EDD;GLYCDx;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GLYTA;PFK_ppi,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;FDH6r;FTHFLi,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;FDH6r;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GLYDHDA;PFK_ppi,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;ICL;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
ALDD2y;POR_2;VOR2b,1.6094379124341,0.0,0.0,0.0,0.0
ICL;PFK_ppi;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;PABB,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
EDD;G5SD2;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
EDD;G5SD2;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
EDD;G5SD2;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
EDD;G5SD2;GLYCDy,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;HSDA;PPASUCC,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;FDH6r;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
EDD;GLYCDx;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GLYCDx;PABB,1.6094379124341,0.0,0.0,0.0,0.0
ICL;OBDHc;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GLYCDx;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GLYCDx;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;ACOADH1;HSDA,1.6094379124341,0.0,0.0,0.0,0.0
EDD;GLYCDx;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;HSDxi;PPASUCC,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GLYCDy;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;HSDA;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDy;MMCD;MMM,1.6094379124341,0.0,0.0,0.0,0.0
ICL;OBTFL;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD3f;F6PA;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GLYCDy;PABB,1.6094379124341,0.0,0.0,0.0,0.0
DMALRED;GLYCDy;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;HSDx;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;HSDx;ICL,1.6094379124341,0.0,0.0,0.0,0.0
FTHFLi;GMPS;PFL,1.6094379124341,0.0,0.0,0.0,0.0
EDD;G5SD2;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;GLYCL_2;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;GMPS;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
EDD;FDH6r;PFK_ppi,1.6094379124341,0.0,0.0,0.0,0.0
HSDx;ICL;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;CYS,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;GLYCDx;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLYCDy;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;ALDD2y;PPASUCC,1.6094379124341,0.0,0.0,0.0,0.0
F6PA;FTHFLi;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;ALDD2y;HSDA,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLUDy;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
GMPS;POR3b;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
HSDx;ICL;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLYCDy;PABB,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;FTHFLi;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;GLUDy;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;F6PA;G3PD,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;F6PA;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLYCDx;PABB,1.6094379124341,0.0,0.0,0.0,0.0
F6PA;FldAct;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;AKO;HSDx,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;CYS;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLYCDy;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
F6PA;FTHFLi;PPASUCC,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;DHPS;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;GLUDy;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;GLYCDx;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
F6PA;FRDx;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f;EDD,1.6094379124341,0.0,0.0,0.0,0.0
HSDA;HSDxi;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLYCDx;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;GLYCDx;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;GLYCDx;HSDA,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;G3PD;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
AOR_CL;POR_2;VOR3b,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;AICART2;ICL,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLYCDy;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLYCDx;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
FRDO5r;PKETX;VOR3b,1.6094379124341,0.0,0.0,0.0,0.0
F6PA;FTHFDH;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;AKO;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
GMPS;PRFGS;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
GLYCL;PABB,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;GMPS;PFL,1.6094379124341,0.0,0.0,0.0,0.0
GMPS;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;PROD2;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;AKO;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
FRDO5r;PKETF;VOR3b,1.6094379124341,0.0,0.0,0.0,0.0
CBPSam_1;GLYCDx;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLYCDx;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;FRDO6r;NADFADOR,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;AKO;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
GMPS;PABB;PRFGS,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;G5SD2;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;EDD;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;FRDx;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;FRDx;FTHFLi,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;F6PA;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDy;GLYCL;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;GLYTA;PFK_ppi,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;FDH6r;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDy;GLYCL;OBDHc,1.6094379124341,0.0,0.0,0.0,0.0
ACAFDOR;POR_2;VOR3b,1.6094379124341,0.0,0.0,0.0,0.0
G1PP;GLUDy;KHK,1.6094379124341,0.0,0.0,0.0,0.0
HSDA;PPASUCC;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;FRDx;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;FldAct;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
F6PA;G5SD2;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;AKO;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;FTHFLi;ICL,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;GLYDHDA;PFK_ppi,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;FldAct;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;FRDO5r;POR3b,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;FldAct;GLUDy,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDy;PKETX;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;FldAct;ICL,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;G5SD2;GLYCDy,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLUDy;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;PKETX;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDy;PKETF;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLYCDx;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;F6PA;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;FDH6r;GLYCL,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;PKETF;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
GMPS;NADFADOR;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;ACOAD2f;F6PA,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLYCDx;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;GLYCDx;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
AGTi;GLYCL;PABB,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;FTHFLi;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;FTHFLi;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;FDH6r;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;FTHFLi;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
F6PA;G3PD;HSDxi,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;ACOAD1f;F6PA,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDy;GLYCL;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f;ICL,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;ACOAD1f;GLYCDx,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;FDH6r;FTHFLi,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;FTHFLi;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;F6PA;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f;DHPS,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLYCDx;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;IBTMr;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
PFOR;PROD2;RNTR4c,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;FDH6r;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
HPYRRy;ICL;SPT_syn,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;PABB,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;GLYCDy;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;AICART2;FDH6r,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;PKETF;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;GLUDy;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;HSDxi;OBDHc,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;GLYCDy;OBDHc,1.6094379124341,0.0,0.0,0.0,0.0
AOR_CL;G5SD2;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;GLYCDy;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;GLYCDy;OBDHc,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDx;PKETX;SSCOARy,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;GLYCDy;OBTFL,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;HSDx;OBDHc,1.6094379124341,0.0,0.0,0.0,0.0
DHDPRx_r;FTHFLi;ICL,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;GLYCDx;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;GLYCDx;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
HPYRRx;ICL;SPT_syn,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;GLYCDx;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
AOR_CL;FDH6r;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;PABB,1.6094379124341,0.0,0.0,0.0,0.0
AOR_CL;FADRx;FRDO5r,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;GLYCDy;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
KHK;SPP;SPS,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;POR5;RNTR4c2,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;HSDA;PKETX,1.6094379124341,0.0,0.0,0.0,0.0
FldAct;HSDA;PKETF,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;GLYCDx;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;FRD7;MDH2,1.6094379124341,0.0,0.0,0.0,0.0
FADRx2;PFOR;RNTR4c,1.6094379124341,0.0,0.0,0.0,0.0
ACOAD2f;GLYCDx;PABB,1.6094379124341,0.0,0.0,0.0,0.0
AOR_CL;FRDO5r;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;FTHFLi;G3PD,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;GLYCDy;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
HSDA;HSDx;PPND2,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLYCDy;PABB,1.6094379124341,0.0,0.0,0.0,0.0
PROD2;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GMPS,1.6094379124341,0.0,0.0,0.0,0.0
FDH6r;G3PD;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;GLYCDx;PROD2,1.6094379124341,0.0,0.0,0.0,0.0
FRDO5r;ICL;NADFADOR,1.6094379124341,0.0,0.0,0.0,0.0
ACALD;GLYCDy;IBTMr,1.6094379124341,0.0,0.0,0.0,0.0
PROD2;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
G3PD;GLYCDy;PTHPS3,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;AICART2;G5SD2,1.6094379124341,0.0,0.0,0.0,0.0
AICART2;DMALRED;FDH6r,1.6094379124341,0.0,0.0,0.0,0.0
ACOADH1;GLYCDx;STPT1,1.6094379124341,0.0,0.0,0.0,0.0
AOR_CL;IBTMr;POR_2,1.6094379124341,0.0,0.0,0.0,0.0
GNMT,1.6094379124341,0.0,0.0,0.0,0.0
ACALDCD;GLYCDy;OBDHc,1.6094379124341,0.0,0.0,0.0,0.0
GLYCDy;HSDxi;ICL,2.30258509299404,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f;FADE233,2.30258509299404,0.0,0.0,0.0,0.0
FRDO5r;NADFADOR;VOR2b,2.30258509299404,0.0,0.0,0.0,0.0
ACOADH1;FDH6r;PPASUCC,2.30258509299404,0.0,0.0,0.0,0.0
AICART2;CYS;HSDx,2.30258509299404,0.0,0.0,0.0,0.0
ACOADH1;F6PA;HSDA,2.30258509299404,0.0,0.0,0.0,0.0
FRDx;POR3b;POR_2,2.30258509299404,0.0,0.0,0.0,0.0
FDH7;POR_2;PPASUCC,2.30258509299404,0.0,0.0,0.0,0.0
FRDO5r;OOR2;PPASUCC,2.30258509299404,0.0,0.0,0.0,0.0
ACOADH1;F6PA;HSDxi,2.30258509299404,0.0,0.0,0.0,0.0
FRDO5r;OOR2r;PPASUCC,2.30258509299404,0.0,0.0,0.0,0.0
ACOAD3f;POR3b;POR_2,2.30258509299404,0.0,0.0,0.0,0.0
AICART2;AKO;EDD,2.30258509299404,0.0,0.0,0.0,0.0
FDH6r;IBTMr;PFL,2.30258509299404,0.0,0.0,0.0,0.0
ACOAD3f;EDD;HSDxi,2.30258509299404,0.0,0.0,0.0,0.0
OBTFL;POR_2;VOR1b,2.30258509299404,0.0,0.0,0.0,0.0
FTHFLi;GLYCDx,2.30258509299404,0.0,0.0,0.0,0.0
ACOAD3f;GLUDy;GLYCDy,2.30258509299404,0.0,0.0,0.0,0.0
FDH6r;NADFADOR,2.30258509299404,0.0,0.0,0.0,0.0
ACOAD3f;EDD;HSDx,2.30258509299404,0.0,0.0,0.0,0.0
ACAFDOR;AKO;FRDO5r,2.30258509299404,0.0,0.0,0.0,0.0
ACOADH1;PKETF,2.30258509299404,0.0,0.0,0.0,0.0
GLYCDx;HSDA;PKETX,2.30258509299404,0.0,0.0,0.0,0.0
GLYCDx;HSDA;PKETF,2.30258509299404,0.0,0.0,0.0,0.0
ACOADH1;FldAct;IBTMr,2.30258509299404,0.0,0.0,0.0,0.0
AACTOOR;AOBUTDs,2.30258509299404,0.0,0.0,0.0,0.0
FRDx;GLUDy;GLYCDy,2.30258509299404,0.0,0.0,0.0,0.0
ACACT5r;ACOAD4f;DHDPRx_r,2.30258509299404,0.0,0.0,0.0,0.0
GLYCDy;GLYCL;ICL,2.30258509299404,0.0,0.0,0.0,0.0
OBDHc;POR_2;VOR1b,2.30258509299404,0.0,0.0,0.0,0.0
AICART2;ALDD2y;PFK_ppi,2.30258509299404,0.0,0.0,0.0,0.0
POR_2;STPT1;VOR1b,2.30258509299404,0.0,0.0,0.0,0.0
GLYCDy;HSDx;ICL,2.30258509299404,0.0,0.0,0.0,0.0
ACOADH1;GLYCDy;IBTMr,2.30258509299404,0.0,0.0,0.0,0.0
FADE233;HSDx;PKETF,2.30258509299404,0.0,0.0,0.0,0.0
ALDD2y;F6PA;HSDA,2.30258509299404,0.0,0.0,0.0,0.0
FADE233;FTHFLi;GLYCL_2,2.30258509299404,0.0,0.0,0.0,0.0
AKO;AOR_CL;FRDO5r,2.30258509299404,0.0,0.0,0.0,0.0
FADE233;GLUDy;HSDA,2.30258509299404,0.0,0.0,0.0,0.0
FADE233;GLUDy;PKETF,2.30258509299404,0.0,0.0,0.0,0.0
FADE233;GLUDy;PKETX,2.30258509299404,0.0,0.0,0.0,0.0
EDD;FDH6r;GLYCL,2.30258509299404,0.0,0.0,0.0,0.0
